"id","keywords_SplitResultList"
44115,"201715,hikers"
44115,"212412,very little dialogue"
38055,"83,saving the world"
38055,"248,date"
38055,"378,prison"
38055,"1308,secret identity"
38055,"1357,fish"
38055,"1419,gun"
38055,"1718,dna"
38055,"1919,mayor"
38055,"2095,anti hero"
38055,"2217,rain"
38055,"2598,museum"
38055,"4127,one-sided love"
38055,"8803,serum"
38055,"11477,talking animal"
38055,"12193,reporter"
38055,"179431,duringcreditsstinger"
38055,"219826,stronger villain"
54315,"894,depression"
54315,"215536,postpartum depression"
33600,"1956,world war ii"
33600,"2903,propaganda"
33600,"8201,satire"
33600,"11159,wartime"
33600,"155290,disney short"
33600,"155578,donald duck"
54109,"9748,revenge"
54109,"9826,murder"
54109,"14819,violence"
54109,"189921,video nasty"
54109,"207691,abuse"
52237,"10873,school"
52237,"13097,maid"
52237,"192391,spinster"
43819,"4344,musical"
43007,"186916,martial difficulties"
49863,"4344,musical"
49863,"10810,singing nun"
49863,"155480,vespa"
44214,"246,dancing"
44214,"271,competition"
44214,"572,sex"
44214,"733,dancer"
44214,"1523,obsession"
44214,"2340,paranoia"
44214,"6255,insanity"
44214,"9937,suspense"
44214,"10551,ballet"
44214,"14512,new york city"
44214,"34265,heartbreak"
44214,"41329,mental illness"
44214,"41410,madness"
44214,"173646,swan lake"
44214,"187256,ballerina"
44214,"191564,body horror"
80720,"4344,musical"
80720,"193263,old mansion"
114096,"380,brother brother relationship"
114096,"222808,chain fight"
91607,"[]"
130917,"33705,agent"
130917,"41589,dying"
40378,"[]"
30979,"1646,autism"
30979,"10183,independent film"
56192,"[]"
46537,"[]"
49953,"5769,global warming"
49953,"154896,sea turtle"
49953,"209714,3d"
43943,"[]"
38363,"591,cia"
38363,"3617,nuclear scientist"
38363,"5939,iraq"
38363,"6083,politician"
38363,"179431,duringcreditsstinger"
40716,"680,montana"
40716,"1491,entertainer"
40716,"10594,money"
40716,"155291,cowboy"
40716,"191295,barbary coast"
43189,"269,diving"
43189,"1489,river thames"
43189,"3692,scandal"
43189,"4344,musical"
43189,"8181,swimming pool"
43189,"11827,swimmer"
3007,"305,moon"
3007,"2964,future"
3007,"3801,space travel"
27563,"7570,belly dancing"
61755,"[]"
59408,"269,diving"
59408,"572,sex"
59408,"596,adultery"
59408,"2483,nudity"
59408,"2486,fantasy"
59408,"10499,pool"
59408,"13130,teenager"
59408,"15058,swimming"
79591,"187056,woman director"
26891,"211,bureaucracy"
26891,"1501,allegory"
26891,"8029,drama"
39039,"[]"
52111,"1415,small town"
52111,"5733,turkey"
13630,"[]"
45593,"9937,suspense"
45593,"187056,woman director"
41058,"9910,jesse james"
41058,"14872,reward"
41058,"33619,pardon"
1673,"10322,native american"
1673,"179419,comanche"
28671,"[]"
14234,"472,bathroom"
14234,"572,sex"
14234,"612,hotel"
14234,"894,depression"
14234,"922,hotel room"
14234,"931,jealousy"
14234,"1566,dream"
14234,"1664,eroticism"
14234,"4232,melancholy"
14234,"4528,song"
14234,"11732,cigarette smoking"
14234,"210106,chambermaid"
14234,"212412,very little dialogue"
14234,"227425,pillow"
49110,"10183,independent film"
126238,"[]"
65726,"[]"
41123,"2618,miracle"
41123,"155622,pyrenees"
41123,"155623,lourdes france"
41123,"155624,envy"
41123,"155625,silence"
41123,"187056,woman director"
44442,"[]"
48466,"[]"
47065,"15001,demon"
47065,"192913,warrior"
47065,"199814,sorceress"
47065,"207372,quest"
38325,"1533,isolation"
38325,"1618,radiation"
38325,"2135,radio"
38325,"3337,metereologist"
38325,"8721,arctic"
38325,"181544,desolation"
38325,"212412,very little dialogue"
103894,"[]"
48000,"[]"
71317,"[]"
137504,"818,based on novel"
137504,"13149,pregnancy"
137504,"34094,extramarital affair"
137504,"211151,poor family"
64340,"[]"
44571,"428,nurse"
44571,"530,prophecy"
44571,"591,cia"
44571,"1568,undercover"
44571,"1583,mass murder"
44571,"1585,snake"
44571,"1938,sword"
44571,"2598,museum"
44571,"3249,hologram"
44571,"3713,chase"
44571,"3822,teleportation"
44571,"4375,transformation"
44571,"4769,supernatural powers"
44571,"5265,spying"
44571,"9678,mind control"
44571,"9767,beautiful woman"
44571,"10201,death of father"
44571,"10685,escape"
44571,"11541,surprise ending"
44571,"11612,hospital"
44571,"41645,based on video game"
38368,"1357,fish"
38368,"3501,bed"
38368,"10172,thai"
38368,"10637,food"
38368,"13139,animism"
112072,"10163,cancer"
112072,"163133,singer-songwriter"
114444,"185018,autobiographical"
114444,"185019,child neglect"
157178,"[]"
68849,"582,san francisco"
68849,"2618,miracle"
134569,"977,cat"
134569,"2394,ghetto"
134569,"5318,seoul"
134569,"13153,spirit"
44048,"163228,runaway train"
38357,"13281,work ethic"
38357,"13384,tv morning show"
38357,"13424,tv reporter"
48303,"154855,wedding anniversary"
48303,"161191,italian art"
48303,"161192,tuscany italy"
48303,"161193,pair of earrings"
48303,"161194,estranged father"
48303,"161195,digital film"
43539,"2620,evidence"
43539,"3022,passport"
43539,"41379,argument"
43539,"154879,county jail"
43539,"154881,fingerprints"
43539,"154882,appeal"
43539,"154884,escape artist"
39210,"2706,milan"
39210,"10183,independent film"
39210,"182100,luxury hotel"
39210,"182108,man in towelxa0"
39210,"187056,woman director"
72421,"[]"
62103,"[]"
44147,"212,london england"
44147,"456,mother"
44147,"642,robbery"
44147,"703,detective"
44147,"782,assassin"
44147,"2708,hitman"
44147,"4142,insomnia"
44147,"4488,apprentice"
44147,"9714,remake"
44147,"9748,revenge"
44147,"9826,murder"
44147,"13142,gangster"
44147,"14536,crime"
44147,"14893,art"
44147,"18420,surveillance"
92096,"214410,ottoman empire"
43434,"1419,gun"
43434,"7336,car bomb"
43434,"11162,miniseries"
43434,"13015,terrorism"
43434,"18232,opec"
43434,"18233,hostage situation"
43434,"18263,revolutionary"
45958,"2356,immigrant"
45958,"12423,illegal immigrant"
45958,"13159,chinese"
45958,"33479,single father"
34208,"[]"
15036,"[]"
36940,"456,mother"
36940,"157499,mother son relationship"
12444,"417,corruption"
12444,"1533,isolation"
12444,"2135,radio"
12444,"2343,magic"
12444,"3822,teleportation"
12444,"3930,bravery"
12444,"10481,tension"
12444,"10563,attack"
12444,"12564,werewolf"
45269,"1025,great britain"
45269,"2135,radio"
45269,"2471,monarchy"
45269,"4305,radio transmission"
45269,"4833,royal family"
45269,"6001,speech"
45269,"6038,marriage"
45269,"9920,royalty"
45269,"10201,death of father"
38757,"1562,hostage"
38757,"2343,magic"
38757,"2673,horse"
38757,"3205,fairy tale"
38757,"4344,musical"
38757,"7376,princess"
38757,"10336,animation"
38757,"33787,tower"
38757,"155658,blonde woman"
38757,"162219,selfishness"
38757,"163545,healing power"
38757,"179411,based on fairy tale"
38757,"179431,duringcreditsstinger"
38757,"215258,healing gift"
38757,"234183,animal sidekick"
46757,"15140,quicksand"
46757,"162702,dust storm"
46757,"163127,mexican"
71701,"4005,human experimentation"
71701,"6086,government"
71701,"9741,radioactive"
71701,"10766,youth gang"
43862,"931,jealousy"
43862,"2199,opera"
43862,"190894,may day"
43437,"4344,musical"
43437,"6075,sport"
24574,"10183,independent film"
80545,"[]"
87387,"[]"
44687,"10183,independent film"
162643,"5299,war correspondent"
41999,"[]"
13834,"422,vietnam veteran"
13834,"4849,exile"
13834,"10183,independent film"
15012,"[]"
44886,"187056,woman director"
45317,"6075,sport"
45317,"154123,irish american"
45317,"166309,documentary crew"
45317,"174093,lowell massachusetts"
45317,"174099,blue collar worker"
45317,"174107,church bells"
45317,"174109,documentary filmmaking"
45317,"174110,boxer shorts"
45317,"174116,jumping rope"
45317,"174117,shadow boxing"
45317,"179431,duringcreditsstinger"
41556,"1332,cheating"
41556,"13027,wedding"
41556,"40798,romantic literature"
41556,"187056,woman director"
42363,"[]"
52998,"514,spain"
52998,"1261,river"
52998,"1291,central and south america"
52998,"1321,gold"
52998,"4759,exploration"
52998,"5968,amazon"
52998,"6195,discovery of america"
52998,"9672,based on true story"
52998,"10787,jungle"
52998,"208358,conquest"
31031,"6984,racial segregation"
31031,"9833,lesbian relationship"
31031,"10180,homosexuality"
31031,"187056,woman director"
49583,"[]"
202768,"[]"
37927,"409,africa"
37927,"6078,politics"
37927,"10983,anthropology"
37927,"12425,racism"
37927,"14893,art"
37927,"158217,colonialism"
48486,"[]"
56648,"[]"
128442,"1652,bread"
128442,"15162,dog"
128442,"167431,alley"
128442,"214549,short"
110115,"2233,neglect"
110115,"185018,autobiographical"
110115,"185019,child neglect"
87415,"187056,woman director"
95043,"[]"
113882,"[]"
48871,"794,red hair"
48871,"3205,fairy tale"
48871,"3389,warrior woman"
48871,"4174,little red riding hood"
48871,"11858,red"
48871,"12564,werewolf"
93669,"180540,cologne germany"
93669,"187056,woman director"
47088,"10183,independent film"
47088,"187056,woman director"
147622,"[]"
35458,"1591,ex-detainee"
35458,"179431,duringcreditsstinger"
50990,"[]"
111396,"[]"
36373,"18078,child killer"
36373,"195402,film noir"
99080,"[]"
49787,"1422,boat"
49787,"3735,boat accident"
49787,"14785,underwater"
49787,"15097,shark"
49787,"15098,great white shark"
253074,"[]"
64782,"[]"
96118,"3457,cellist"
96118,"156273,critic"
96118,"214480,music critic"
26769,"[]"
43924,"[]"
46420,"627,killing"
46420,"6270,high school"
46420,"9693,female killer"
46420,"9748,revenge"
46420,"10266,prom"
46420,"10685,escape"
46420,"13130,teenager"
36615,"11196,rebellion"
83817,"952,lightning"
83817,"1326,infidelity"
83817,"2404,masked ball"
83817,"2587,married couple"
83817,"3520,zeppelin"
83817,"4300,parachute"
83817,"5809,marriage crisis"
83817,"10617,disaster"
83817,"156764,pre-code"
83817,"174913,jumping from height"
83817,"184989,spectacle"
83817,"188351,catastrophe"
83817,"188404,masquerade"
83817,"228501,other woman"
83817,"231641,unfaithful husband"
83817,"238824,electrical storm"
83817,"238825,concealed identity"
51885,"[]"
54523,"293,female nudity"
54523,"387,california"
54523,"570,rape"
54523,"572,sex"
54523,"818,based on novel"
54523,"1562,hostage"
54523,"2483,nudity"
54523,"6259,psychopath"
54523,"7188,hostage-taking"
54523,"9826,murder"
54523,"9937,suspense"
54523,"10183,independent film"
54523,"11221,blood"
54523,"11532,grindhouse"
54523,"11546,hitchhiker"
54523,"14819,violence"
54523,"167043,road movie"
73420,"470,spy"
73420,"41249,secret service"
73420,"155488,black cat"
45324,"5565,biography"
45324,"179431,duringcreditsstinger"
120835,"212,london england"
120835,"978,broken engagement"
120835,"2096,auction"
120835,"11411,wager"
120835,"41185,heiress"
120835,"155757,betting on horse"
120835,"155790,private detective"
120835,"158225,terrier"
120835,"202635,engaged"
120835,"207583,actress"
120835,"236988,pet adoption"
120835,"236989,grand duke"
120835,"236990,spendthrift"
120835,"236991,happy go lucky"
120835,"236992,black sheep"
120835,"236993,the derby"
33996,"254,france"
33996,"2106,cold war"
33996,"2111,soviet union"
33996,"2113,iron curtain"
33996,"3278,kgb"
33996,"3637,double agent"
33996,"9672,based on true story"
33996,"9829,french movies"
33996,"11134,espionage"
15702,"[]"
15436,"187056,woman director"
39358,"212,london england"
39358,"789,muslim"
39358,"1536,religious education"
39358,"2392,koran"
39358,"3010,intolerance"
39358,"156091,missing person"
39358,"157912,bigotry"
6320,"2231,drug dealer"
6320,"14964,drug"
28699,"195402,film noir"
47979,"14673,disease"
48838,"1578,loss of sister"
48838,"2560,paparazzi"
48838,"14819,violence"
48838,"33604,racist gangster"
48838,"33605,murdered sister"
48838,"33607,tragic end"
48838,"34079,death"
48838,"179431,duringcreditsstinger"
42684,"2534,missile"
42684,"3760,light"
42684,"4375,transformation"
42684,"9660,low-budget"
42684,"9951,alien"
42684,"11183,fireplace"
42684,"12670,los angeles"
42684,"15156,cell phone"
42684,"15219,rooftop"
42684,"179431,duringcreditsstinger"
34764,"222,schizophrenia"
34764,"4792,mental control"
37234,"1228,1970s"
37234,"5565,biography"
37234,"10183,independent film"
42483,"596,adultery"
42483,"1599,midlife crisis"
42483,"10181,based on play or musical"
42483,"13043,dating"
42561,"10183,independent film"
42046,"6625,family secrets"
52320,"207317,christmas"
36405,"[]"
35123,"770,scotland yard"
35123,"195402,film noir"
37083,"156085,little italy"
51618,"1223,switzerland"
51618,"3446,forgiveness"
61370,"158534,korean war"
22135,"293,female nudity"
22135,"1930,kidnapping"
22135,"3688,strip club"
22135,"12663,little girl"
22135,"13042,soccer"
22135,"235261,abduction"
53654,"380,brother brother relationship"
53654,"422,vietnam veteran"
53654,"10391,mafia"
14463,"3593,wilderness"
14463,"4010,log cabin"
14463,"4271,hermit"
35395,"10183,independent film"
35395,"10353,agoraphobia"
38117,"818,based on novel"
38117,"9673,love"
38117,"9767,beautiful woman"
38117,"10541,curse"
38117,"13130,teenager"
38117,"15402,popularity"
38117,"15403,blind tutor"
38117,"188237,teenage romance"
38117,"221039,modern fairy tale"
38117,"223438,based on young adult novel"
37690,"[]"
24837,"[]"
43347,"255,male nudity"
43347,"293,female nudity"
43347,"3344,letter"
43347,"9673,love"
43347,"10425,viagra"
43347,"11530,sexual freedom"
43347,"11678,free spirit"
10140,"818,based on novel"
10140,"2343,magic"
10140,"10842,good vs evil"
10140,"13084,king"
10140,"166930,narnia"
10140,"170362,fantasy world"
10140,"182768,knife held to throat"
10140,"182772,snowing"
10140,"207372,quest"
47607,"1156,sister sister relationship"
47607,"10556,male female relationship"
47607,"10707,mother daughter relationship"
47607,"41214,youtube"
47607,"187056,woman director"
80435,"[]"
38340,"3266,jamaica"
121238,"5728,tycoon"
121238,"224328,road hog"
121238,"224329,condemned man"
59828,"6075,sport"
28155,"1009,baby"
28155,"1299,monster"
28155,"1852,mutant"
26663,"242,new york"
26663,"166463,night club singer"
86608,"8775,panther"
86608,"15225,cattle"
86608,"161545,alcoholic father"
86608,"163764,death of brother"
86608,"170468,grave digging"
80572,"787,mississippi"
80572,"179450,black men"
37710,"90,paris"
37710,"612,hotel"
37710,"3864,false identity"
37710,"4654,undercover agent"
37710,"9840,romance"
48946,"[]"
45136,"[]"
130424,"2679,artist"
130424,"9673,love"
130424,"9706,anthology"
130424,"180181,trapeze artist"
44028,"3133,vampire"
44028,"5288,rock"
44028,"10875,metal"
44028,"179431,duringcreditsstinger"
48395,"1991,santa claus"
48395,"2806,lapland"
48395,"8087,horror"
48395,"175388,killer santa claus"
44982,"9714,remake"
44982,"33396,remake of french film"
60440,"[]"
57000,"[]"
65041,"[]"
39968,"[]"
32234,"[]"
12823,"2587,married couple"
12823,"3489,job interview"
12823,"4900,shortage of money"
12823,"6215,household"
12823,"6282,workplace"
12823,"7934,call center"
12823,"156052,unemployment"
12823,"166113,marriage problems"
12823,"220487,rich vs poor"
63290,"[]"
71395,"549,prostitute"
71395,"5600,daughter"
71395,"6669,step father"
71395,"13059,prostitution"
43114,"14733,texan"
43114,"163127,mexican"
59917,"10601,blaxploitation"
56693,"[]"
40882,"46951,mirror"
85876,"3071,prince"
85876,"4263,duty"
85876,"154802,silent film"
62789,"9937,suspense"
31988,"6054,friendship"
31988,"9673,love"
31988,"15219,rooftop"
31988,"33632,apartment"
31988,"41402,invalid"
31988,"155501,marry rich"
31988,"162916,manicurist"
31988,"176716,wheelchair bound"
31988,"180313,hiccups"
31988,"196682,rich man"
31988,"207863,engaged couple"
31988,"208764,fiancée"
31988,"238017,loafer"
34667,"9937,suspense"
34667,"14818,model"
34667,"195402,film noir"
5562,"1009,baby"
5562,"1499,pastor"
5562,"4640,disabled child"
5562,"6054,friendship"
5562,"7464,alcoholism"
5562,"11004,rural setting"
5562,"13149,pregnancy"
5562,"40895,illness"
5562,"155518,nouvelle vague"
5562,"160246,childhood friends"
5562,"174244,brawl"
41187,"5733,turkey"
41187,"10855,fate"
43614,"187056,woman director"
44160,"[]"
99738,"[]"
95453,"[]"
46773,"6895,philippines"
46773,"215397,pinoy"
70800,"[]"
60234,"[]"
49296,"953,guitar"
49296,"10478,disembodied head"
49296,"154802,silent film"
49296,"209434,headless"
49296,"214549,short"
1906,"220,berlin"
1906,"6587,east berlin"
1906,"156026,east germany"
36738,"236,suicide"
36738,"9872,grief"
195833,"[]"
49901,"2349,german"
49901,"4680,adrenalin"
49901,"10183,independent film"
49901,"10327,undead"
49901,"10349,survival"
49901,"12377,zombie"
49901,"13073,fear"
49901,"14534,relationship"
49901,"14837,rage"
49901,"14964,drug"
49901,"41398,art horror"
49901,"186565,zombie apocalypse"
49901,"188957,virus"
49901,"190149,trapped in building"
195311,"154802,silent film"
56142,"4193,retiree"
56142,"4995,aging"
56142,"5918,painting"
56142,"9957,loneliness"
56142,"33632,apartment"
56142,"182422,landlord tenant relationship"
43919,"3598,ax"
43919,"4551,swamp"
43919,"15127,killer"
84108,"2343,magic"
84108,"196637,bone car"
80701,"818,based on novel"
46503,"2467,difficult childhood"
46503,"4677,patriarch"
46503,"5707,childhood trauma"
46503,"10061,dysfunctional marriage"
48833,"10183,independent film"
48833,"187056,woman director"
40664,"[]"
150838,"[]"
234942,"493,poem"
234942,"15060,period drama"
234942,"184998,film adaptation"
118533,"10180,homosexuality"
44441,"10180,homosexuality"
44441,"15061,docudrama"
44441,"158718,lgbt"
43973,"187056,woman director"
50241,"1415,small town"
50241,"10084,rescue"
50241,"15162,dog"
50241,"157987,animal actor"
50241,"158416,boy and dog"
50241,"194088,heart warming"
57489,"187056,woman director"
37514,"2660,strong woman"
37514,"6057,peace"
37514,"6091,war"
37514,"187056,woman director"
37514,"210504,liberia"
49322,"1956,world war ii"
49322,"191703,skandinavien"
49322,"235767,continuation war"
43930,"4278,invasion"
43930,"5657,australia"
43930,"13130,teenager"
43930,"186761,foreign occupation"
43930,"200400,occupation"
43930,"223438,based on young adult novel"
46660,"187056,woman director"
170986,"[]"
96366,"191003,nazi invasion"
44264,"1872,loss of father"
44264,"2123,father murder"
44264,"5901,texas ranger"
44264,"7464,alcoholism"
44264,"10085,betrayal"
20526,"310,artificial intelligence"
20526,"1308,secret identity"
20526,"4286,computer program"
20526,"4565,dystopia"
20526,"6104,computer"
20526,"9758,deception"
20526,"12965,duel"
20526,"14735,motorcycle"
20526,"185351,neon light"
20526,"236778,autocracy"
44009,"931,jealousy"
44009,"1918,cooking"
44009,"2105,garden"
44009,"3739,funeral"
44009,"3743,season"
44009,"9957,loneliness"
44009,"10048,unrequited love"
44009,"15230,red wine"
49684,"1852,mutant"
49684,"170152,new baby"
49684,"194221,mutant baby"
104720,"378,prison"
104720,"392,england"
104720,"1660,suppressed past"
104720,"12965,duel"
104720,"13084,king"
111470,"5672,billy the kid"
43318,"2199,opera"
43318,"5565,biography"
43318,"10229,singer"
322799,"1480,baseball"
322799,"162846,ghost"
42888,"128,love triangle"
42888,"1480,baseball"
42888,"10456,athlete"
42888,"179430,aftercreditsstinger"
130623,"[]"
46829,"236,suicide"
46829,"931,jealousy"
46829,"1329,canada"
46829,"10183,independent film"
46829,"11475,politically incorrect"
52445,"9748,revenge"
52445,"10586,korea"
84086,"1157,wife husband relationship"
84086,"3065,minister"
84086,"5565,biography"
84086,"208039,silent movie theatre"
44129,"3643,stock price"
44129,"10177,corporate"
44129,"45141,carpenter"
44129,"163167,job hunting"
43855,"3879,suspect"
43855,"156037,socialite"
43855,"193532,prankster"
23108,"15365,held captive"
23108,"163189,court martial"
23108,"175261,tomahawk"
23108,"187314,smoke signal"
23108,"187316,burned at the stake"
23108,"187317,mohican indian"
121006,"156320,cannery"
18029,"259,amputation"
18029,"1003,photographer"
18029,"3593,wilderness"
18029,"5774,forest"
18029,"5923,sister"
18029,"9826,murder"
18029,"10292,gore"
18029,"11059,bear trap"
18029,"11221,blood"
18029,"190114,tasmanian tiger"
18029,"194161,tasmania"
18029,"205624,ozploitation"
18029,"208048,cannibalism"
62567,"5565,biography"
62567,"164920,opera singer"
37080,"8018,adoptive mother"
37080,"9838,nymphomaniac"
37080,"10707,mother daughter relationship"
30023,"10183,independent film"
50701,"2039,sexual frustration"
50701,"3182,seduction"
50701,"9840,romance"
250810,"[]"
107592,"10594,money"
107592,"10707,mother daughter relationship"
107592,"13027,wedding"
107592,"155049,wedding dress"
83036,"[]"
50673,"10183,independent film"
50673,"187056,woman director"
30548,"255,male nudity"
30548,"293,female nudity"
30548,"566,sexual identity"
30548,"572,sex"
30548,"738,sexuality"
30548,"1664,eroticism"
30548,"2201,first time"
30548,"2483,nudity"
30548,"3182,seduction"
30548,"3201,orgasm"
30548,"4316,safe sex"
30548,"5906,sex addiction"
30548,"7017,sexappeal"
30548,"7476,older woman seduces younger guy"
26138,"197002,hyeongsa"
26138,"197003,형사 duelist"
40149,"1462,samurai"
40149,"9748,revenge"
40149,"9826,murder"
40149,"155488,black cat"
40149,"162846,ghost"
10817,"1412,becoming an adult"
10817,"1525,puberty"
10817,"2201,first time"
10817,"3197,riding a bicycle"
10817,"8625,patagonia"
10817,"15160,divorce"
31300,"236,suicide"
31300,"634,soul"
31300,"818,based on novel"
31300,"6152,supernatural"
31300,"10093,priest"
31300,"11001,religion"
31300,"160450,dean"
54178,"779,martial arts"
54178,"184656,wuxia"
8464,"1603,extraterrestrial technology"
8464,"3183,bisexuality"
8464,"4862,alien life-form"
8464,"6968,space invasion"
8464,"7490,hicktown"
8464,"33841,incest"
8464,"208048,cannibalism"
49797,"2993,police chief"
49797,"4289,secret agent"
49797,"6259,psychopath"
49797,"9748,revenge"
49797,"9826,murder"
49797,"10714,serial killer"
49797,"14687,extreme violence"
49797,"208048,cannibalism"
39988,"74,germany"
39988,"131,italy"
39988,"293,female nudity"
39988,"321,terror"
39988,"570,rape"
39988,"572,sex"
39988,"1562,hostage"
39988,"2483,nudity"
39988,"4426,sadism"
39988,"5570,christmas tree"
39988,"9748,revenge"
39988,"9826,murder"
39988,"9838,nymphomaniac"
39988,"10714,serial killer"
39988,"10850,sexual harassment"
39988,"11579,impalement"
39988,"13008,train"
39988,"14819,violence"
39988,"15160,divorce"
39988,"41329,mental illness"
39988,"157701,psychotic"
39988,"180340,voyeur"
39988,"189921,video nasty"
39988,"207317,christmas"
39988,"232090,sexual predator"
39988,"232091,sexual perversion"
481,"704,adolescence"
481,"898,hip-hop"
481,"1952,socially deprived family"
481,"2400,juvenile prison"
481,"2401,grandmother grandson relationship"
481,"2402,concrete slabs building"
481,"6069,class"
481,"10508,teacher"
481,"13027,wedding"
481,"14632,suburb"
481,"14751,youth"
481,"14819,violence"
481,"14964,drug"
481,"15158,rebellious youth"
481,"33648,celebration"
481,"206887,seville"
36115,"212,london england"
36115,"10183,independent film"
31283,"75,gunslinger"
31283,"534,mexico"
31283,"570,rape"
31283,"801,bounty hunter"
31283,"1556,texas"
31283,"2492,bank robber"
31283,"9748,revenge"
31283,"10183,independent film"
31283,"10950,shootout"
31283,"15363,bank robbery"
31283,"18106,knife throwing"
31283,"155291,cowboy"
31283,"155573,wild west"
31283,"163674,gunfighter"
31283,"186949,female gunfighter"
31283,"196399,rape revenge"
4266,"14819,violence"
4266,"210455,small community"
111390,"1499,pastor"
32609,"1416,jazz"
32609,"2334,nightclub"
32609,"2340,paranoia"
32609,"11061,debt"
32609,"11578,mobster"
32609,"13142,gangster"
32609,"33731,stand-up comedian"
32609,"207268,neo-noir"
46788,"10183,independent film"
40649,"[]"
10018,"220,berlin"
10018,"1605,new love"
10018,"5397,street riots"
10018,"6149,police"
10018,"10685,escape"
10018,"11547,slaughterhouse"
52587,"3133,vampire"
52587,"4197,bite"
52587,"10712,night club"
52587,"231407,fang vamp"
48203,"818,based on novel"
48203,"33974,fortress"
25908,"2624,czech"
25908,"189151,medieval times"
117042,"[]"
238362,"[]"
15740,"658,sea"
15740,"7658,kansas"
15740,"9454,frontier"
15740,"9927,maine"
15740,"9928,bereavement"
15740,"9929,remarriage"
15740,"9930,prairie"
15740,"14527,storm"
173288,"[]"
35958,"11034,b movie"
35958,"33421,crime family"
35958,"195402,film noir"
13246,"65,holiday"
13246,"10336,animation"
13246,"156321,tv movie"
13246,"195032,garfield"
13246,"207317,christmas"
13246,"220465,tv short"
41283,"[]"
42984,"188,buddhism"
42984,"233,japan"
42984,"549,prostitute"
42984,"596,adultery"
42984,"718,confession"
42984,"1411,brothel"
42984,"2412,commune"
42984,"5332,greed"
42984,"5627,cynicism"
42984,"10183,independent film"
42984,"10235,family relationships"
42984,"12987,poverty"
42984,"13059,prostitution"
42984,"13149,pregnancy"
42984,"14794,lust"
42984,"15163,freeze frame"
42984,"15300,father daughter relationship"
42984,"33841,incest"
42984,"188266,starvation"
42984,"193316,prostitution ring"
42984,"207876,1920s"
42984,"207883,1940s"
42984,"208611,1950s"
42984,"208992,1960s"
42984,"210184,1910s"
42984,"214548,1930s"
42984,"223025,serf"
42984,"227068,spanning generations"
42984,"229136,breastfeeding"
42984,"229663,abusive stepfather"
42984,"229664,burned by boiling water"
42984,"229665,false virginity"
31104,"233,japan"
31104,"156220,postwar japan"
31104,"209998,japanese new wave"
81219,"10163,cancer"
81219,"13005,doctor"
81219,"177146,meaning of life"
27072,"[]"
35138,"779,martial arts"
35138,"797,showdown"
35138,"1402,general"
35138,"2831,slavery"
35138,"4048,musician"
35138,"8636,blood splatter"
35138,"10685,escape"
35138,"12965,duel"
35138,"13065,soldier"
35138,"15002,dark hero"
35138,"18098,samurai sword"
27585,"697,loss of son"
27585,"2754,trauma"
27585,"4290,toy"
27585,"6038,marriage"
27585,"9872,grief"
27585,"10937,memory"
27585,"12544,crying"
27585,"15334,parking lot"
27585,"40952,therapy"
27585,"40953,car seat"
48204,"10183,independent film"
48204,"187056,woman director"
62337,"[]"
53156,"1402,general"
53156,"2692,arranged marriage"
53156,"9840,romance"
53156,"163755,polish"
53156,"189445,gypsy girl"
53156,"207928,19th century"
84827,"[]"
25434,"236,suicide"
25434,"2334,nightclub"
25434,"3321,childhood memory"
25434,"5657,australia"
25434,"10048,unrequited love"
25434,"10188,interracial marriage"
25434,"10428,cultural difference"
25434,"10937,memory"
25434,"12423,illegal immigrant"
25434,"13159,chinese"
25434,"157955,childhood"
25434,"173297,nightclub singer"
54812,"494,father son relationship"
54812,"10183,independent film"
54812,"158670,charter schools"
54812,"158671,public school"
54812,"158672,hand clapping game"
54812,"158675,protestor"
54812,"158679,pta"
54812,"187056,woman director"
23282,"154802,silent film"
38705,"[]"
39451,"428,nurse"
39451,"977,cat"
39451,"4604,father-in-law"
39451,"5569,vomit"
39451,"9963,kids and family"
39451,"10425,viagra"
39451,"179431,duringcreditsstinger"
38745,"736,journalist"
38745,"3691,forbidden love"
38745,"7376,princess"
38745,"154794,royal court"
38745,"209714,3d"
50071,"187056,woman director"
28025,"4344,musical"
107548,"4344,musical"
1361,"603,elves"
1361,"606,orcs"
1361,"611,hobbit"
1361,"617,shire"
1361,"33787,tower"
39839,"[]"
102091,"10586,korea"
102091,"161247,drill instructor"
112674,"1019,rodeo"
112674,"4513,blind date"
112674,"13097,maid"
10097,"4729,dublin"
10097,"15127,killer"
10097,"161891,doppelganger"
78320,"10199,gay interest"
78320,"10391,mafia"
78320,"14964,drug"
78320,"18002,hard rock"
78320,"158968,gay lead character"
51143,"10180,homosexuality"
51143,"10551,ballet"
48748,"173515,canoe trip"
52208,"2149,drug traffic"
52208,"2483,nudity"
52208,"2804,exploitation"
52208,"9748,revenge"
52208,"163656,gun violence"
52208,"193017,nuns"
52208,"220024,roman catholic church"
56812,"255,male nudity"
56812,"733,dancer"
56812,"1550,militia"
56812,"2483,nudity"
56812,"3199,clown"
56812,"9748,revenge"
56812,"10123,dark comedy"
56812,"15093,smashed head"
56812,"15094,mad"
56812,"15095,revenge motive"
56812,"15096,clown shoes"
56812,"157291,narcissism"
56812,"157292,manipulative lover"
56812,"160840,dream sequence"
56812,"230896,circus performer"
34576,"4240,watergate scandal"
34576,"8570,president"
34576,"9665,cover-up"
34576,"11771,pentagon papers"
34576,"33646,information leak"
34576,"182058,government corruption"
